MW,AliR_C,AroR_C,ChiA_C,SA,NHOH_C,HetA_C,RotB_C,BriA_C,HBD_C,HBA_C,FusedR_C,LogP_C,source
0.9032220000000002,1.0,0.6666666666666666,0.6666666666666666,1.2,0.3333333333333333,0.6,0.625,1.0,0.4,0.5,0.6666666666666666,1.1365400000000012,ABL_dataset_2HZ0_GIN_processed
0.8530780000000007,1.0,0.0,0.8333333333333334,0.9166666666666666,0.6666666666666666,1.0,1.0,0.0,0.8,0.9,0.3333333333333333,-0.1813599999999996,ABL_dataset_2HZ0_GIN_processed
0.9280920000000007,1.25,0.0,1.1666666666666667,1.0999999999999999,0.16666666666666666,0.6,0.625,0.0,0.2,0.5,0.3333333333333333,0.8445000000000007,ABL_dataset_2HZ0_GIN_processed
0.524668,0.25,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,0.5,0.375,0.0,0.4,0.5,0.0,0.5055400000000001,ABL_dataset_2HZ0_GIN_processed
0.7950800000000005,0.5,0.3333333333333333,0.16666666666666666,0.6333333333333333,0.16666666666666666,0.5,1.0,0.0,0.2,0.3,0.0,0.9962200000000008,ABL_dataset_2HZ0_GIN_processed
1.0554680000000005,0.5,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.1,1.125,0.0,0.4,0.9,0.3333333333333333,0.9585000000000011,ABL_dataset_2HZ0_GIN_processed
0.6829180000000004,0.75,0.3333333333333333,0.3333333333333333,0.7666666666666666,0.16666666666666666,0.6,0.5,0.0,0.2,0.6,0.6666666666666666,0.46821999999999997,ABL_dataset_2HZ0_GIN_processed
0.9712980000000003,0.5,0.6666666666666666,0.6666666666666666,0.8666666666666667,0.8333333333333334,1.0,0.875,0.0,1.0,0.9,0.3333333333333333,0.8129400000000006,ABL_dataset_2HZ0_GIN_processed
0.8789760000000002,0.5,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.1,0.875,0.0,1.0,0.8,0.0,0.21476000000000006,ABL_dataset_2HZ0_GIN_processed
0.7949880000000006,0.75,0.3333333333333333,0.3333333333333333,0.7666666666666666,0.5,0.6,0.875,0.0,0.6,0.5,0.3333333333333333,0.6463600000000005,ABL_dataset_2HZ0_GIN_processed
1.0793480000000006,1.0,0.0,1.3333333333333333,1.2333333333333334,0.8333333333333334,1.2,1.25,1.0,1.0,1.0,0.5,0.02106000000000128,ABL_dataset_2HZ0_GIN_processed
0.8952100000000004,0.25,0.3333333333333333,0.5,0.65,0.6666666666666666,0.9,1.125,0.0,0.8,0.6,0.0,0.44908000000000003,ABL_dataset_2HZ0_GIN_processed
0.7589200000000002,0.25,0.6666666666666666,0.16666666666666666,0.6333333333333333,0.6666666666666666,0.6,0.75,0.0,0.8,0.4,0.0,0.8760600000000005,ABL_dataset_2HZ0_GIN_processed
0.8149340000000003,0.5,0.0,0.8333333333333334,0.75,0.6666666666666666,0.9,0.875,0.0,0.8,0.5,0.0,0.16902000000000017,ABL_dataset_2HZ0_GIN_processed
1.1891620000000003,0.5,0.0,0.6666666666666666,0.7000000000000001,0.6666666666666666,1.8,1.125,0.0,0.6,0.9,0.3333333333333333,0.6197400000000002,ABL_dataset_2HZ0_GIN_processed
0.8249740000000004,1.0,0.0,0.8333333333333334,0.9166666666666666,0.5,1.0,0.75,0.0,0.6,0.7,0.5,0.2576199999999999,ABL_dataset_2HZ0_GIN_processed
0.8570460000000005,0.75,0.0,0.5,0.7333333333333334,0.3333333333333333,0.6,0.75,0.0,0.4,0.4,0.0,1.0222960000000012,ABL_dataset_2HZ0_GIN_processed
1.253720000000001,1.0,0.3333333333333333,1.3333333333333333,1.1500000000000001,0.8333333333333334,0.9,1.5,0.0,1.0,0.6,0.0,1.176080000000001,ABL_dataset_2HZ0_GIN_processed
0.8190600000000002,0.5,0.3333333333333333,0.5,0.7333333333333334,0.6666666666666666,0.6,0.75,0.0,0.8,0.3,0.3333333333333333,0.9226400000000006,ABL_dataset_2HZ0_GIN_processed
0.9216980000000005,0.25,1.0,0.16666666666666666,0.7166666666666667,0.3333333333333333,1.1,0.75,0.0,0.4,0.7,0.3333333333333333,0.6460000000000006,ABL_dataset_2HZ0_GIN_processed
0.7649260000000004,0.25,1.0,0.0,0.6666666666666666,0.16666666666666666,0.4,0.75,0.0,0.2,0.3,0.0,1.1156400000000009,ABL_dataset_2HZ0_GIN_processed
0.7910580000000004,0.0,0.3333333333333333,0.5,0.5666666666666667,0.6666666666666666,0.9,1.25,0.0,1.0,0.7,0.0,0.5902540000000002,ABL_dataset_2HZ0_GIN_processed
0.7935920000000001,0.25,0.6666666666666666,0.16666666666666666,0.6333333333333333,0.16666666666666666,0.8,0.25,0.0,0.2,0.3,0.0,1.0932400000000004,ABL_dataset_2HZ0_GIN_processed
0.8447260000000003,0.5,0.3333333333333333,0.16666666666666666,0.6333333333333333,0.3333333333333333,1.1,0.75,0.0,0.2,0.8,0.0,0.35312,ABL_dataset_2HZ0_GIN_processed
0.712938,0.25,1.0,0.0,0.6666666666666666,0.16666666666666666,0.3,0.5,0.0,0.2,0.2,0.3333333333333333,0.8751400000000006,ABL_dataset_2HZ0_GIN_processed
0.7649200000000003,0.25,0.6666666666666666,0.16666666666666666,0.6333333333333333,0.6666666666666666,0.6,0.75,0.0,0.8,0.4,0.0,0.7585840000000005,ABL_dataset_2HZ0_GIN_processed
